item_id,display_name,Weight,Description,Dropped By,Comment,Item Script,Compound On,Class,Defense,Required Lvl,Refineable,Applicable Job,Attack,Property,Weapon Lvl
2715,Skull Ring [1],10,"A weird ring adorned with a skull in which the words, ""Forever, until death..."" are engraved. Giving this as a gift might send a mixed message. Reduces damage from Undead monster by 1%.",,,"{ bonus2 bSubRace,RC_Undead,1; }",,Accessory,0,0,No,,,,
4158,Sky Deleter Card,,Reduces natural HP recovery by 100%. Gain 100 HP each time an enemy is killed by a Physical Melee Damage.,Deleter (0.5%),,"{ bonus bHPrecovRate,-100; bonus bHPGainValue,100; }",Armor,,,,,,,,
5465,Sky Hat [1],50,"A hat whose design is based on the sky as motif. LUK + 2, MDEF + 5. [Refine Rate 5~10] LUK Rate increases depending on the refinement rate.",,,"{ bonus bLuk,2; bonus bMdef,5; if(getrefine()>4) bonus bLuk,getrefine(); }",,Upper Head,3,40,Yes,,,,
4120,Sky Petite Card,,Reduce damage from Dragon monster by 30%.,Petite (0.5%),,"{ bonus2 bSubRace,RC_Dragon,30; }",Shield,,,,,,,,
6168,Sky Petite Exchange Ticket,1,A cute pet Sky Petite tickets.,,,,,,,,,,,,
1526,Slash,100,"A hefty mace with curved, sharp blades. Increases damage inflicted on Undead monster by 15%. Receive 5% more Experience Points from Undead monsters. Causes Coma effect on Undead by a low chance.",,,"{ bonus2 bAddRace,RC_Undead,15; bonus2 bWeaponComaRace,RC_Undead,10; bonus2 bExpAddRace,RC_Undead,5; }",,Mace,,40,Yes,,145,Neutral,4
1367,Slaughter,250,An axe used for the mass slaughter of enemy forces. Pierces Defense of Brute monster. Causes Coma effect on Brute monster by a low chance.,,,"{ bonus bAtkEle,Ele_Earth; bonus bIgnoreDefRace,RC_Brute; bonus2 bWeaponComaRace,RC_Brute,400; }",,Two-Handed Axe,,44,Yes,,120,Earth,4
1151,Slayer [2],130,A fearsome sword that has slain many a warriors in battle.,,,{  },,Two-Handed Sword,,18,Yes,,90,Neutral,2
1152,Slayer [3],130,A fearsome sword that has slain many a warriors in battle.,Egnigem Cenia (40%) Thief Bug Male (5%),,{  },,Two-Handed Sword,,18,Yes,,90,Neutral,2
1153,Slayer,130,A fearsome sword that has slain many a warriors in battle.,,,{  },,Two-Handed Sword,,18,Yes,,90,Neutral,2
1768,Sleep Arrow,0.3,An arrow that can render targets unconscious. Inflict the Sleep status on targets by a low chance.,,,,,,,,,,,,
31011,Sleep Bullet,0.3,A bullet that can render targets unconscious. Inflict the Sleep status on targets by a low chance.,,,,,,,,,,,,
4228,Sleeper Card,,"Every time you kill a Fish monster, you can receive a ""Box of Drowsiness"".",Sleeper (0.5%),,"{ bonus3 bAddMonsterDropItem,12031,RC_Fish,100; }",Accessory,,,,,,,,
2410,Sleipnir,350,"Named after Odin's trusty steed, these shoes also mimic Sleipnir's powers. Increase Movement Speed. Maximum HP and SP + 20% SP Recovery + 15%, MDEF + 10 Impossible to refine this item. Indestructible.",,,"{ bonus bMdef,10; bonus bMaxHPrate,20; bonus bMaxSPrate,20; bonus bSPrecovRate,15; bonus bSpeedRate,25; }",,Footgear,5,94,No,,,,
2462,Sleipnir,0,"Named after Odin's trusty steed, these shoes also mimic Sleipnir's powers. Increase Movement Speed. Maximum HP and SP + 20% SP Recovery + 15%, MDEF + 10 Impossible to refine this item. Indestructible.",,,"{ bonus bMdef,10; bonus bMaxHPrate,20; bonus bMaxSPrate,20; bonus bSPrecovRate,15; bonus bSpeedRate,25; }",,Footgear,40,94,No,,,,
7111,Slick Paper,1,"Smooth, sleek paper that looks suitable for writing love letters.",The Paper (100%) Karakasa (100%),,,,,,,,,,,
7195,Slingshot,1,A tool consisting of a Y-shaped wooden stick with an elastic band between the arms. Used to attack distant objects.,Wootan Shooter (100%),,,,,,,,,,,
6188,Slot Coupon,1,"Come visit us in Payon as we amaze you with our Brand new service of adding a Card slot to normal equipment! You've never seen something so amazing; Watch as Troy adds a slot with his eyes closed, it is an adventure for the whole family!",,,,,,,,,,,,
12017,Slow Potion,10,A potion which decreases the moving speed of a character for a duration.,Munak (50%) Bongun (50%),,"{ sc_start SC_SlowDown,5000,0; }",,,,,,,,,
14541,Small Defense Potion,1,A liquid make with skin of dragon. Add a 3% resistance to the Physical attack for 1 minute.,,,"{ specialeffect2 EF_GUARD; sc_start SC_DEF_RATE,60000,3; }",,,,,,,,,
2764,Small Fishing Rod,10,Fishing Rods with small sized. Reduces casting duration for 3 seconds.,,,{  },,Accessory,0,0,No,,,,
12318,Small Hearts,0,"This item is expected to create an atmosphere of love, please!",,,{  },,,,,,,,,
14534,Small Life Potion,1,"A small bottle of Yggdrasil Tree Sap that is effective in healing wounds. For 10 minutes, you regenerate 5% of your Maximum HP every 5 seconds. Can not be used while in Frenzy.",,,"{ specialeffect2 320; sc_start4 SC_S_LIFEPOTION,600000,-5,5,0,0; }",,,,,,,,,
14543,Small Magic Defense Potion,1,A liquid make with moustache of elf. Add a 3% resistance to the Magical attack for 1 minute.,,,"{ specialeffect2 EF_SPELLBREAKER; sc_start SC_MDEF_RATE,60000,3; }",,,,,,,,,
5085,Small Ribbons,10,A pair of small red ribbons which can be used to decorate the hair of little girls.,Kathryne Keyron (0.5%) High Wizard Kathryne (0.5%) Alice (0.5%),,{  },,Mid Head,1,45,No,,,,
20210,Small Ribbons [1],50,A pair of small red ribbons which can be used to decorate the hair of little girls. All stats +1.,,,"{ bonus bAllStats,1; }",,Mid Head,0,75,No,,,,
7613,Small Rice Cake Dough,0,Small amount of warm glutinous rice filling.,,,,,,,,,,,,
6098,Small Snow Flower,1,A little bigger than snowflakes that it looks like a thin ice cookie.,,,,,,,,,,,,
1507,Smasher [2],100,"Basically a big hammer with spikes, this mace is excellent for breaking all sorts of things.",,,{  },,Mace,,14,Yes,,54,Neutral,2
1508,Smasher [3],100,"Basically a big hammer with spikes, this mace is excellent for breaking all sorts of things.",Goblin (5%) Kobold (2.5%),,{  },,Mace,,14,Yes,,54,Neutral,2
1509,Smasher [3],100,"Basically a big hammer with spikes, this mace is excellent for breaking all sorts of things.",,,{  },,Mace,,14,Yes,,54,Neutral,2
20777,Smitten,10,Smitten like a kitten cause the love bug has been bitten.,,,{  },,Lower Head,2,0,No,,,,
6214,Smoke Screen Powder,1,"A white powder. It's extremely light and scatters quickly in the air, and is said to be harmless.",,,,,,,,,,,,
4044,Smokie Card,,Enables use of Level 1 Hiding.,Smokie (0.5%),,"{ skill ""TF_HIDING"",1; }",Accessory,,,,,,,,
9015,Smokie Egg,0,An egg in which a Smokie Cute Pet rests. Can be hatched by using a Pet Incubator.,,,,,,,,,,,,
6171,Smokie Exchange Ticket,1,A cute pet Smokie tickets.,,,,,,,,,,,,
5064,Smokie Leaf,10,A leaf which rumored to be worn by the Smokie monster for transformations.,,,{  },,Upper Head,1,0,Yes,,,,
12057,Smooth Noodle,10,"Incredibly smooth, slick, and slippery noodles that are very difficult to eat. AGI + 2",,,"{ sc_start SC_AGIFood, 1200000, 2; percentheal 3,1; }",,,,,,,,,
14561,Smooth Noodle,1,"Incredibly smooth, slick, and slippery noodles that are very difficult to eat. AGI + 2",,,"{ sc_start SC_AGIFood, 1800000, 2; percentheal 0,0; }",,,,,,,,,
946,Snail's Shell,1,"A hard, spiral shaped shell used by Snails.",Ambernite (100%),,,,,,,,,,,
4037,Snake Card,,Poison an enemy when you attack (Success Chance 5%). ATK + 5,Boa (0.5%),,"{ bonus2 bAddEff,Eff_Poison,500; bonus bBaseAtk,5; }",Weapon,,,,,,,,
5388,Snake Head Hat [1],20,A hat looks like snake on it. You probably fall in love with beautiful young women when you wear it. Enables use of Level 5 Double Attack.,,,"{ bonus bDoubleRate,25; }",,Upper Head,1,30,Yes,,,,
30216,Snake Pokeball,0,A Pokeball in which a Snake Cute Pet rests. Can be hatched by using a Pet Incubator.,,,,,,,,,,,,
926,Snake Scale,1,Scales from a snake that can be used to make some rather flamboyant clothes.,Boa (100%) Side Winder (100%) Naga (100%) Anacondaq (100%),,,,,,,,,,,
4367,Sniper Card,,Add a 10% chance of gaining 20% of the damage inflicted on an enemy as HP with each attack. This card does not stack with itself. Points : 1 MVP Point,Sniper Cecil (0.5%),,"{ if(@mvpcount<6) { if (isequippedcnt(4367)==1) bonus2 bHpDrainRate,50,20; } }",Weapon,,,,,,,,
5748,Sniper Goggles [1],10,"... DEX + 1, AGI + 1, MDEF + 5. [Base Agility >= 120] Ranged attack damage + 4% ASPD + 1",,,"{ bonus bDef2,12; bonus bDex,1; bonus bAgi,1; bonus bMdef,5; if(readparam(bAgi)>=120) { bonus bAspd,1; bonus bLongAtkRate,4; } }",,Upper Head,0,100,Yes,,,,
2367,Sniping Suit [1],75,"Sniping suits helps required muscles to move effectively for shooting an arrow. Reduces necessary time to shoot arrows and helps to achieve improved accuracy. Critical Rate + 6, Bonus (LUK/10) Critical Rate depending on your LUK rate. MDEF + 5, Reduces after-cast skill delay by 23%.",Sniper Cecil (100%) Bow Master (10%),,"{ bonus bMdef,5; bonus bCritical,6+(readparam(bLuk)/10); bonus bDelayRate,-23; }",,Armor,5,50,Yes,,,,
2398,Sniping Suit,75,"Sniping suits helps required muscles to move effectively for shooting an arrow. Reduces necessary time to shoot arrows and helps to achieve improved accuracy. Critical Rate + 6, Bonus (LUK/10) Critical Rate depending on your LUK rate. MDEF + 5, Reduces after-cast skill delay by 23%.",,,"{ bonus bMdef,5; bonus bCritical,6+(readparam(bLuk)/10); bonus bDelayRate,-23; }",,Armor,5,50,Yes,,,,
30153,Snow Bunny Pokeball,0,A Pokeball in which a Snow Bunny Cute Pet rests. Can be hatched by using a Pet Incubator.,,,,,,,,,,,,
20106,Snow Cap [1],50,Disguises a character as SANTA. Happy Christmas from EssenceRO!,,,{  },,Upper Head,2,1,Yes,,,,
7088,Snow Crystal,50,A crystal of ice that has fallen from the sky with the snow.,Yesnelph Treasure (1%),,,,,,,,,,,
12739,Snow Flower,0,...,,,{  },,,,,,,,,
12317,Snow Powder,0,During the winter atmosphere I'd like to look good items! Warning: You can not turn off the lights!,,,{ end; },,,,,,,,,
22210,Snowball,0,SNOWBALL FITE?!,Christmas Bunny (100%),,,,,,,,,,,
20155,Snowflake Ring [1],50,EssenceRO Christmas exclusive. Adds chance to gain Santa's Bag when killing a monster. Happy Christmas from EssenceRO! Release : Christmas 2007,,,"{ bonus2 bAddMonsterDropItem,12132,20; }",,Lower Head,0,1,No,,,,
4415,Snowier Card,,Add a low chance of gaining Ice Cream when a monster gets killed. Ice Cream recovery rate + 100%.,Snowier (0.5%),,"{ bonus2 bAddMonsterDropItem,536,2000; bonus2 bAddItemHealRate,536,100; }",Accessory,,,,,,,,
30145,Snowier Pokeball,0,A Pokeball in which a Snowier Cute Pet rests. Can be hatched by using a Pet Incubator.,,,,,,,,,,,,
5738,Snowman Hat [1],3,"An adorable snowman on the head! Feel the winter atmosphere in the air! STR + 1, INT + 1, MDEF + 3 Increase resistance against Water Property by 7%. Chance to cast Level 1 Frost Joke whenever you are attacked physically or magically. Chance to drop ""Buche De Noel"" and ""Candy Cane"" when killing a monster. [Refine Rate 8~10] Chance to cast Level 5 Frost Joke whenever you are attacked physically or magically.",,,"{ bonus bStr,1; bonus bInt,1; bonus bMdef,3; bonus2 bSubEle,Ele_Water,7; bonus2 bAddMonsterDropItem,12354,5; bonus2 bAddMonsterDropItem,530,5; if(getrefine() >=8) { bonus5 bAutoSpellWhenHit,""BA_FROSTJOKER"",5,30,BF_WEAPON|BF_MAGIC,0; } else { bonus5 bAutoSpellWhenHit,""BA_FROSTJOKER"",1,30,BF_WEAPON|BF_MAGIC,0; } }",,Upper Head,4,1,Yes,,,,
7178,Sobbing Starlight,0,"A beautiful jewel that was named after a star in the sky. Sometimes, it seems to show ancient letters from behind.",,,,,,,,,,,,
7547,Soccer Ball,1,Something you should kick and place in something called 'net'. Only a few people are allowed to touch it during the game.,,,,,,,,,,,,
30061,Soccer Ball Pokeball,0,A Pokeball in which a Soccer Ball Cute Pet rests. Can be hatched by using a Pet Incubator.,,,,,,,,,,,,
7548,Soccer Shoes,1,The spiky things on the bottom are there to give more traction while running.,,,,,,,,,,,,
661,Soft Apron,5,A soft apron that is double stitched for better quality. Is the favorite item of the Alice monster.,Aliza (0.5%),,{ pet 1275; },,,,,,,,,
7194,Soft Blade of Grass,1,A very soft blade of grass. [ eRO Quest Item ] [ eRO Event Quest Item ],Parasite (100%) Boiled Rice (100%),,,,,,,,,,,
7063,Soft Feather,1,A feather that is soft enough to be used as stuffing in a quilt. [ eRO Quest Item ],Skeggiold (100%) Skeggiold (100%) Owl Duke (100%) Owl Baron (100%) Cornus (100%) Gryphon (60%) Hillslion (60%),,,,,,,,,,,
12359,Soft Grass,5,Tender and soft light-green grass. Leaf Cat likes it.,,,{ pet 1586; },,,,,,,,,
7166,Soft Silk,1,An expensive fabric that is knit with high quality silk threads. [ eRO Quest Item ],Evil Nymph (100%) White Lady (100%) White Lady (100%),,,,,,,,,,,
4100,Sohee Card,,Maximum SP + 15% SP Recovery + 3%,Sohee (0.5%),,"{ bonus bMaxSPrate,15; bonus bSPrecovRate,3; }",Footgear,,,,,,,,
9020,Sohee Egg,0,An egg in which a Sohee Cute Pet rests. Can be hatched by using a Pet Incubator.,,,,,,,,,,,,
6175,Sohee Exchange Ticket,1,A cute pet Sohee tickets.,,,,,,,,,,,,
4394,Solace Card,,"[Priest, High Priest] Add a 2% chance of auto casting Level 5 Grand Cross when attacking.",Lady Solace (0.5%),,"{ if(BaseJob == Job_Priest) bonus3 bAutoSpell,""CR_GRANDCROSS"",5,20; }",Weapon,,,,,,,,
30062,Solace Pokeball,0,A Pokeball in which a Solace Cute Pet rests. Can be hatched by using a Pet Incubator.,,,,,,,,,,,,
5450,Solar Hat,100,The Solar Hat.,,,{  },,Upper Head,0,20,Yes,,,,
5212,Solar Panels [1],100,"Strange looking Hair lace. It seems like one can receive the signal from another planet when you are wearing it. However, it's just merely a feel. The vision of wearer seems to be wider with it. Maximum HP + 50, Maximum SP + 10 Enables use of Level 1 Ruwach.",,,"{ bonus bMaxHP,50; bonus bMaxSP,10; skill ""AL_RUWACH"",1; }",,Upper Head,3,30,Yes,,,,
1136,Solar Sword,120,"An one-handed sword adorned with an engraving of the sun, symbolizing battle spirit and vigor. Regains 1% of the damage inflicted on its target as HP with each attack. Drains 15 SP from its owner every 10 seconds.",,,"{ bonus bAtkEle,Ele_Fire; bonus2 bHPDrainRate,1000,1; bonus2 bSPLossRate,15,10000; }",,One-Handed Sword,,40,Yes,,85,Fire,4
13403,Solar Sword,0,"An one-handed sword adorned with an engraving of the sun, symbolizing battle spirit and vigor. Regains 1% of the damage inflicted on its target as HP with each attack. Drains 15 SP from its owner every 10 seconds. Impossible to refine this item.",,,"{ bonus bAtkEle,Ele_Fire; bonus2 bHPDrainRate,1000,1; bonus2 bSPLossRate,15,10000; }",,One-Handed Sword,,1,No,,120,Fire,4
4059,Soldier Andre Card,,Reduce damage from Plant monster by 30%.,,,"{ bonus2 bSubRace,RC_Plant,30; }",Shield,,,,,,,,
13172,Soldier Gatling Gun,0,"A specialized Gatling Gun made for battles against humanoids, occasionally it shoots high power bullets. Dex + 2 Increases physical attack against Demi human monster by 35%. Pierces Defense of DemiHuman monster by 20% When attacking, there is a chance that for 6 seconds you gain ATK +80, but drains 120HP per seconds. Indestructible (except in upgrade attempts).",,,"{ bonus bDex,2; bonus2 bAddRace,RC_DemiHuman,35; bonus2 bIgnoreDefRate,RC_DemiHuman,20; autobonus ""{ bonus bBaseAtk,80; bonus2 bHPLossRate,120,1000; }"",10,6000,BF_WEAPON,""{ specialeffect2 EF_BASH3D; }""; bonus bUnbreakableWeapon,0; }",,Shotgun,,80,Yes,,80,Neutral,3
13174,Soldier Grenade Launcher,0,"A grenade launcher that shows great fire powered in battles against humanoids. Dex + 2 Increases physical attack against Demi human monster by 35%. Pierces Defense of DemiHuman monster by 20% When attacking, there is a chance that for 9 seconds you gain ATK +300, but drains 120HP per seconds. Indestructible (except in upgrade attempts).",,,"{ bonus bDex,2; bonus2 bAddRace,RC_DemiHuman,35; bonus2 bIgnoreDefRate,RC_DemiHuman,20; autobonus ""{ bonus bBaseAtk,300; bonus2 bHPLossRate,120,1000; }"",30,9000,BF_WEAPON,""{ specialeffect2 EF_BASH3D; }""; bonus bUnbreakableWeapon,0; }",,Grenade launcher,,80,Yes,,300,Neutral,3
13108,Soldier Revolver,0,"A revolver made for short and medium ranged battles against humanoids. It seems to be capable to give damage through the bulletproof vest. Dex + 2, HIT - 10 Increases physical attack against Demi human monster by 55%. Pierces Defense of DemiHuman monster by 20% When attacking, there is a chance that for 3 seconds your attack power will increase by 100%. Indestructible (except in upgrade attempts).",,,"{ bonus bDex,2; bonus bHit,-10; bonus2 bAddRace,RC_DemiHuman,55; bonus2 bIgnoreDefRate,RC_DemiHuman,20; autobonus ""{ bonus bAspdRate,100; }"",5,3000; bonus bUnbreakableWeapon,0; }",,Revolver,,80,Yes,,70,Neutral,3
13171,Soldier Rifle,0,"A Rifle made for short and medium ranged battles against humanoids and enable to reduce targeting delay as it designed to limit hands trembled. Dex + 2, HIT + 10, CRIT + 10 Increases physical attack against Demi human monster by 75%. Pierces Defense of DemiHuman monster by 20% Decreases the cast time on Tracking by 25%. Indestructible (except in upgrade attempts).",,,"{ bonus bDex,2; bonus bHit,10; bonus bCritical,10; bonus2 bAddRace,RC_DemiHuman,75; bonus2 bCastRate,512,-25; bonus2 bIgnoreDefRate,RC_DemiHuman,20; bonus bUnbreakableWeapon,0; }",,Rifle,,80,Yes,,50,Neutral,3
13173,Soldier Shotgun,0,"A Shotgun that has a great attack in short ranged battles against humanoids. It shows a wide variation of strength between each attack. Dex + 2, Splash Attack. Increases physical attack against Demi human monster by 35%. Pierces Defense of DemiHuman monster by 20% When attacking, there is a chance that for 6 seconds you gain ATK +80, but drains 100HP per seconds. Indestructible (except in upgrade attempts).",,,"{ bonus bDex,2; bonus bSplashRange,1; bonus2 bAddRace,RC_DemiHuman,55; bonus2 bIgnoreDefRate,RC_DemiHuman,20; autobonus ""{ bonus bBaseAtk,80; bonus2 bHPLossRate,100,1000; }"",30,6000,BF_WEAPON,""{ specialeffect2 EF_BASH3D; }""; bonus bUnbreakableWeapon,0; }",,Gatling gun,,80,Yes,,100,Neutral,3
4086,Soldier Skeleton Card,,Critical Rate + 9%,Soldier Skeleton (0.5%),,"{ bonus bCritical,9; }",Weapon,,,,,,,,
7190,Solid Husk,1,An insect husk that seems very hard and stout.,Beetle King (100%),,,,,,,,,,,
7507,Solid Iron Piece,1,A square piece of rusty iron. [ eRO Quest Item ],Constant (100%) Constant (100%) Constant (100%) Aliza (100%) Aliot (100%) Alicel (100%) Aliot (100%) Alicel (100%),,,,,,,,,,,
7164,Solid Peach,1,"A peach that is so stout and solid, that it appears it can even withstand blows from a sword. Inedible, but might make a good weapon. [ eRO Event Quest Item ]",Enchanted Peach Tree (100%),,,,,,,,,,,
943,Solid Shell,1,"A solid, durable shell taken from a monster.",Killer Mantis (100%) Hunter Fly (100%) Luciola Vespa (100%) Mantis (100%) Scorpion (100%) Giant Spider (100%) Dragon Tail (100%) Arclouze (100%) Anolian (100%) Centipede (100%) Centipede Larva (100%) Tri Joint (100%) Cornutus (100%) Vadon (50%) Horn (35%) Steel Chonchon (15%) Stainer (5%) Ambernite (1%),,,,,,,,,,,
1067,Solid Trunk,1,A tree trunk of wood that is nice and solid. [ eRO Event Quest Item ],Willow (100%),,,,,,,,,,,
4220,Solider Card,,DEF + 2 MDEF + 2 [Assaulter & Permeter & Freezer & Heater Card Combo],Solider (0.5%),,"{ bonus bDef,2; bonus bMdef,2; }",Armor,,,,,,,,
30284,Solider Pokeball,0,A Pokeball in which a Solider Cute Pet rests. Can be hatched by using a Pet Incubator.,,,,,,,,,,,,
2510,Somber Novice Hood,0.1,An exclusive garment for new adventurers. Increase resistance to Neutral Property attacks by 20%. Impossible to refine this item.,,,"{ bonus2 bSubEle,Ele_Neutral,20; }",,Garment,2,0,No,,,,
5067,Sombrero,35,"A traditional Mexican hat with a wide, round brim. AGI + 1",,,"{ bonus bAgi,1; }",,Upper Head,4,0,Yes,,,,
5354,Songkok,10,"This is a traditional headgear for male Muslims. When use magic, Reduce Casting Time by 5%.",,,"{ bonus bCastrate,-5; }",,Upper Head,2,0,Yes,,,,
7594,Sonia's Letter,1,A letter from Sonia to Grandma Emma.,,,,,,,,,,,,
5342,Sorin Doll Hat [1],50,So hot! A headgear with the figure of Kafra Sorin! Her cute appearance made the price of this hat rise at the auction place. Reduces damage from Demihuman monster by 5%. When physically attacking there is a chance that for 10 seconds you'll receive ATK +50. DEX + 2. Impossible to refine this item.,,,"{ bonus2 bSubRace,RC_DemiHuman,5; bonus bDex,2; autobonus ""{ bonus bBaseAtk,50; }"",20,10000,0,""{ specialeffect2 EF_POTION_BERSERK; }""; }",,Upper Head,0,60,No,,,,
7701,Soul,1,...,,,,,,,,,,,,
7849,Soul Crystal,1,This signal is modified of the soul. ...,Treasure Chest (100%),,,,,,,,,,,
12092,Soul Haunted Bread,80,"A deliciously sweet bread, haunted by flavor. Makes one's soul seem to soar high as it melts in the mouth. DEX + 7",,,"{ sc_start SC_DEXFood, 1200000, 7; percentheal 5,7; }",,,,,,,,,
29723,Soul Haunted Bread,1,"A deliciously sweet bread, haunted by flavor. Makes one's soul seem to soar high as it melts in the mouth. DEX + 7",,,"{ sc_start SC_DEXFood, 1800000, 7; }",,,,,,,,,
21001,Soul of Cold,0,Might be useful for a quest...? [ eRO Quest Item ] [ eRO Quest Item ],Garm (25%),,,,,,,,,,,
5257,Soul Ring,30,A halo and a pair of wings that are floating above a head. The item makes the wearer to look like a spirit that is walking on the earth. MDEF + 2 Add a 1% chance of auto casting Level 1 Assumptio on the user when the user receives Physical Damage.,,,"{ bonus bMdef,2; bonus3 bAutoSpellWhenHit,""HP_ASSUMPTIO"",1,10; }",,Upper Head,2,20,Yes,,,,
1472,Soul Staff,140,"A high quality, two-handed staff that amplifies psychic power. INT + 5, AGI + 2, MATK + 15% [Soul Staff & Spiritual Ring Equip Set]",Succubus (0.5%) Owl Baron (0.5%),,"{ bonus bInt,5; bonus bAgi,2; bonus bMatkRate,15; if(isequipped(2677) || isequipped(2711)){ bonus bMatkRate,6; bonus bDex,2; bonus bCastrate,-getrefine(); } }",,Wand/Staff,,73,Yes,,25,Neutral,3
5297,Soul Wing [1],30,The mysterious wing which is floating above the head. All Stats + 1 Recovery SP + 2 per 10 seconds.,,,"{ bonus bAllStats,1; bonus2 bSPRegenRate,2,10000; }",,Upper Head,2,0,No,,,,
20020,Soul Wings,50,Soul Wings. Casts the Soul Link for the equipping class automatically when item is equipped. Soul Link will be stripped on unequipping. [Star Gladiator Class] Union will be cancelled on unequipping. [Soul Linker Class] Character will be put into Coma state on unequipping.,,,{  },,Lower Head,1,75,No,,,,
594,Sour-Cream Pancake,15,"Fragrant pancake with sour cream. It such simple, but such substantial. Cures every abnormal status ; Recovers HP and SP.",,,"{ itemheal rand(325,405),rand(40,60); sc_end SC_Poison; sc_end SC_Silence; sc_end SC_Blind; sc_end SC_Confusion; sc_end SC_Curse; sc_end SC_Hallucination; }",,,,,,,,,
12298,SP Consumption Reduction Potion,1,Reduced SP Consumption of skills by 15% for 1 hour.,,,"{ sc_start SC_SPCOST_RATE,3600000,15; }",,,,,,,,,
7728,SP Doctor Ticket,0,A ticket from a special doctor in Geffen town with which you can get HP treatment from his assistant at a field and dungeon.,,,,,,,,,,,,
588,Spaghetti,10,"A noodle dish from a far nation, made from water and flour. Many tastes can be achieved using various sauces.",,,"{ itemheal rand(40,70),0; }",,,,,,,,,
5536,Spare Card,1,A headgear that appears to be a spare access card. Wearing it gives a chance of receiving a certain blank card item with each monster killed.,,,{  },,Lower Head,1,10,No,,,,
6222,Sparkling Beads,1,A pure small bead.,,,,,,,,,,,,
7573,Sparkling Necklace,0,A glowing necklace enchanted with an ancient magic.,,,,,,,,,,,,
908,Spawn,1,Frog eggs. [ eRO Quest Item ],Thara Frog (100%) Roda Frog (100%),,,,,,,,,,,
1404,Spear [3],85,A basic spear that allows slightly longer ranged melee attacks.,,,{  },,One-Handed Spear,,4,Yes,,44,Neutral,1
1405,Spear [4],85,A basic spear that allows slightly longer ranged melee attacks.,Mandragora (15%) Caramel (7.5%),,{  },,One-Handed Spear,,4,Yes,,44,Neutral,1
1406,Spear,85,A basic spear that allows slightly longer ranged melee attacks.,,,{  },,One-Handed Spear,,4,Yes,,44,Neutral,1
1427,Spear Of Excellent [2],100,A good long spear. Increases 25% damage with Magnum Break skill. STR + 2.,Hohenschwangau Treasure (20%),,"{ bonus2 bSkillAtk,""SM_MAGNUM"",25; bonus bStr,2; }",,One-Handed Spear,,1,Yes,,160,Neutral,3
12173,Spearman Scroll 1,10,You can summon a Level 1 mercenary Spearman.,,,"{ mercenary_create 6027,1800000; }",,,,,,,,,
12182,Spearman Scroll 10,10,You can summon the highest level mercenary Spearman.,,,"{ mercenary_create 6036,1800000; }",,,,,,,,,
12174,Spearman Scroll 2,10,You can summon a Level 2 mercenary Spearman.,,,"{ mercenary_create 6028,1800000; }",,,,,,,,,
12175,Spearman Scroll 3,10,You can summon a Level 3 mercenary Spearman.,,,"{ mercenary_create 6029,1800000; }",,,,,,,,,
12176,Spearman Scroll 4,10,You can summon a Level 4 mercenary Spearman.,,,"{ mercenary_create 6030,1800000; }",,,,,,,,,
12177,Spearman Scroll 5,10,You can summon a Level 5 mercenary Spearman.,,,"{ mercenary_create 6031,1800000; }",,,,,,,,,
12178,Spearman Scroll 6,10,You can summon a Level 6 mercenary Spearman.,,,"{ mercenary_create 6032,1800000; }",,,,,,,,,
12179,Spearman Scroll 7,10,You can summon a Level 7 mercenary Spearman.,,,"{ mercenary_create 6033,1800000; }",,,,,,,,,
12180,Spearman Scroll 8,10,You can summon a Level 8 mercenary Spearman.,,,"{ mercenary_create 6034,1800000; }",,,,,,,,,
12181,Spearman Scroll 9,10,You can summon a Level 9 mercenary Spearman.,,,"{ mercenary_create 6035,1800000; }",,,,,,,,,
7940,Special Alloy Trap,1,...,,,,,,,,,,,,
12341,Special Alloy Trap Box,0,"A box that contains 100 ""Special Alloy Trap"" inside.",,,"{ getitem 7940,100; }",,,,,,,,,
7702,Special Cogwheel,1,Special gear which good for repairing damage machine in the tower clock.,,,,,,,,,,,,
2810,Special Cooling Device [1],100,"... DEX + 1, When receiving physical or magical damage, there's a chance to cast Level 3 Frost Nova.",,,"{ bonus bDex,1; bonus5 bAutoSpellWhenHit,""WZ_FROSTNOVA"",3,50,BF_WEAPON|BF_MAGIC,1; }",,Accessory,0,99,No,,,,
6153,Special Exchange Ticket,1,A very special ticket exchange. Can be swapped to something good if you have.,,,,,,,,,,,,
7863,Special Gold,20,A Hwang gold which commemorates the a special day.,Crystal (5%),,,,,,,,,,,
12089,Special Meat Stew,100,Louyang's specialty stew laced with all sorts of meat that has a tempting scent. AGI + 9,,,"{ sc_start SC_AGIFood, 1200000, 9; percentheal 10,2; }",,,,,,,,,
29721,Special Meat Stew,1,Louyang's specialty stew laced with all sorts of meat that has a tempting scent. AGI + 9,,,"{ sc_start SC_AGIFood, 1800000, 9; }",,,,,,,,,
12191,Special Moon Cake,50,"A special moon cake. It is fragrant and the silver one grade taste is born. When it eats and the body comes to be light and the impression which comes to be nimble holds. Temporarily Increase Attack Speed, Increase Movement Speed.",,,{  },,,,,,,,,
12152,Special Present,10,A box which contains a gift. ...,,,{  },,,,,,,,,
12077,Special Royal Jelly Herbal Tea,80,"An herbal tea mixed with royal jelly that has a pungent scent, but a refreshing flavor. INT + 7",,,"{ sc_start SC_INTFood, 1200000, 7; percentheal 4,10; }",,,,,,,,,
